[ERROR game_server::entry_point] could not set open file limit: unsupported OS
[DEBUG SPAWN] arena=false, type=G5, pos=(-124.6,-5525.3), radius=6500.4, spawn_radius=2166.8, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-221.6,-5533.0), radius=6509.4, spawn_radius=2169.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6509.4, spawn_radius=5207.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1265.7,-5533.0), radius=6509.4, spawn_radius=2169.8, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-824.0,-5533.2), radius=6509.6, spawn_radius=2169.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6509.6, spawn_radius=5207.7, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6509.6, spawn_radius=5207.7, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1415.5,-5533.2), radius=6509.6, spawn_radius=2169.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6509.6, spawn_radius=5207.7, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6509.8, spawn_radius=5207.8, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1233.7,-5533.3), radius=6509.8, spawn_radius=2169.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1229.3,-5533.3), radius=6509.8, spawn_radius=2169.9, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6509.8, spawn_radius=5207.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6509.8, spawn_radius=5207.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6510.0, spawn_radius=5208.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6510.0, spawn_radius=5208.0, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(684.9,-5533.5), radius=6510.0, spawn_radius=2170.0, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6510.0, spawn_radius=5208.0, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6510.0, spawn_radius=5208.0, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6510.2, spawn_radius=5208.2, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6510.2, spawn_radius=5208.2, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6510.2, spawn_radius=5208.2, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1382.9,-5533.7), radius=6510.2, spawn_radius=2170.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(594.4,-5533.7), radius=6510.2, spawn_radius=2170.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6510.4, spawn_radius=5208.3, score=0
[DEBUG SPAWN] arena=true, type=TypeViic, pos=(87.7,850.0), radius=1000.0, spawn_radius=333.3, score=43190
[ERROR server::server] anan bonus applied: player_id=PlayerId(61463129), score=43190
[DEBUG SPAWN] arena=false, type=JianRen, pos=(2620.6,-981.2), radius=6523.2, spawn_radius=2609.3, score=2
[DEBUG SPAWN] arena=true, type=Yasen, pos=(-71.0,838.9), radius=1000.0, spawn_radius=1000.0, score=43190
[ERROR server::server] anan bonus applied: player_id=PlayerId(61463129), score=43190
[DEBUG SPAWN] arena=true, type=Yasen, pos=(461.8,358.5), radius=1000.0, spawn_radius=1000.0, score=43190
[ERROR server::server] anan bonus applied: player_id=PlayerId(61463129), score=43190
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1043.0,-5451.3), radius=6536.4, spawn_radius=2614.6, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(8.5,-5558.7), radius=6539.6, spawn_radius=2179.9, score=0
[DEBUG SPAWN] arena=true, type=Seawolf, pos=(610.3,113.1), radius=1000.0, spawn_radius=1000.0, score=43190
[ERROR server::server] anan bonus applied: player_id=PlayerId(61463129), score=43190
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-4073.4,-3314.8), radius=6544.2, spawn_radius=2617.7, score=2
[DEBUG SPAWN] arena=false, type=Olympias, pos=(4350.7,-1451.9), radius=6549.0, spawn_radius=2619.6, score=7
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6555.1, spawn_radius=5244.0, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6559.5, spawn_radius=5247.6, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-35.1,-4070.5), radius=6559.9, spawn_radius=2623.9, score=2
[DEBUG SPAWN] arena=false, type=Komar, pos=(-566.5,-5230.6), radius=6560.7, spawn_radius=2624.3, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(2884.4,-1508.0), radius=6569.7, spawn_radius=2627.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(1703.9,-2707.7), radius=6574.1, spawn_radius=2629.6, score=14
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6576.5, spawn_radius=5261.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(1619.6,-5542.4), radius=6578.7, spawn_radius=2631.5, score=9
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6582.5, spawn_radius=5266.0, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-221.5,-5709.8), radius=6591.1, spawn_radius=2636.4, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2973.7,-3854.5), radius=6593.7, spawn_radius=2637.5, score=2
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-1163.6,-5574.3), radius=6594.5, spawn_radius=2637.8, score=16
[DEBUG SPAWN] arena=false, type=G5, pos=(-530.6,-5606.5), radius=6595.9, spawn_radius=2198.6, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(1915.7,-4567.9), radius=6600.5, spawn_radius=2640.2, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-262.2,-4726.5), radius=6601.7, spawn_radius=2640.7, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6608.7, spawn_radius=5287.0, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1256.0,-4860.9), radius=6609.3, spawn_radius=2643.7, score=14
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-142.7,-3116.0), radius=6610.1, spawn_radius=2644.0, score=4
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1437.9,-5620.0), radius=6611.7, spawn_radius=2203.9, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6615.5, spawn_radius=5292.4, score=0
[ERROR server::server] error loading old playtime.
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6622.3, spawn_radius=5297.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1271.0,-1987.4), radius=6625.9, spawn_radius=2650.4, score=14
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6631.3, spawn_radius=5305.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(1921.1,-4557.2), radius=6631.7, spawn_radius=2652.7, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-1257.9,496.5), radius=6637.9, spawn_radius=2655.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(595.4,-4266.3), radius=6642.1, spawn_radius=2656.9, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2024.7,-4556.8), radius=6642.9, spawn_radius=2657.2, score=16
[DEBUG SPAWN] arena=false, type=JianRen, pos=(1605.4,-2796.3), radius=6645.7, spawn_radius=2658.3, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6649.3, spawn_radius=5319.5, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(2548.2,-416.5), radius=6649.5, spawn_radius=2659.8, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-148.1,-5829.1), radius=6650.3, spawn_radius=2660.1, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6652.5, spawn_radius=5322.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-4196.1,-815.9), radius=6657.8, spawn_radius=2663.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6658.2, spawn_radius=5326.5, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-2016.1,-4874.6), radius=6661.0, spawn_radius=2664.4, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-301.9,-4182.7), radius=6663.0, spawn_radius=2665.2, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-387.1,-5423.4), radius=6670.0, spawn_radius=2668.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(793.4,-4152.1), radius=6670.4, spawn_radius=2668.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1267.2,-1930.2), radius=6672.8, spawn_radius=2669.1, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1359.3,-4515.4), radius=6673.0, spawn_radius=2669.2, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(454.5,-3638.2), radius=6673.2, spawn_radius=2669.3, score=14
[DEBUG SPAWN] arena=false, type=JianRen, pos=(223.4,-5327.5), radius=6684.8, spawn_radius=2673.9, score=19
[DEBUG SPAWN] arena=false, type=JianRen, pos=(712.0,-4422.2), radius=6685.8, spawn_radius=2674.3, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(1.5,-5687.2), radius=6690.8, spawn_radius=2230.3, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-353.7,-5393.1), radius=6691.8, spawn_radius=2676.7, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-57.5,-5689.7), radius=6693.8, spawn_radius=2231.3, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(2657.4,-3483.3), radius=6694.4, spawn_radius=2677.8, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-728.7,-1858.2), radius=6698.6, spawn_radius=2679.4, score=14
[DEBUG SPAWN] arena=false, type=Komar, pos=(2115.5,456.0), radius=6700.2, spawn_radius=2680.1, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1972.9,-4786.6), radius=6703.4, spawn_radius=2681.4, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(2465.5,-1808.7), radius=6708.2, spawn_radius=2683.3, score=29
[DEBUG SPAWN] arena=false, type=G5, pos=(1629.3,-2832.0), radius=6709.4, spawn_radius=2683.8, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1259.0,-5703.5), radius=6710.0, spawn_radius=2236.7, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(113.3,-2827.9), radius=6711.8, spawn_radius=2684.7, score=9
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1673.3,-5705.5), radius=6712.4, spawn_radius=2237.5, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-4541.1,62.8), radius=6712.8, spawn_radius=2685.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(6135.5,382.8), radius=6713.6, spawn_radius=2685.4, score=28
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1572.9,-4453.2), radius=6718.0, spawn_radius=2687.2, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(553.0,-5710.3), radius=6718.0, spawn_radius=2239.3, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6718.0, spawn_radius=5374.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1231.1,-5712.7), radius=6720.8, spawn_radius=2240.3, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6722.4, spawn_radius=5377.9, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6723.0, spawn_radius=5378.4, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-4155.0,-2701.7), radius=6725.4, spawn_radius=2690.2, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6729.6, spawn_radius=5383.7, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1017.4,-2525.0), radius=6731.6, spawn_radius=2692.7, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(850.6,-5722.4), radius=6732.2, spawn_radius=2244.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-144.5,-4086.7), radius=6732.4, spawn_radius=2693.0, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6734.4, spawn_radius=5387.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1952.9,-1171.3), radius=6737.8, spawn_radius=2695.1, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1398.6,-5927.2), radius=6738.2, spawn_radius=2695.3, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(2487.1,-6041.1), radius=6742.4, spawn_radius=2697.0, score=30
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-458.9,-4538.0), radius=6742.8, spawn_radius=2697.1, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-1623.8,85.1), radius=6743.4, spawn_radius=2697.4, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6743.6, spawn_radius=5394.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-839.7,-6031.8), radius=6744.4, spawn_radius=2697.8, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1874.8,-5116.7), radius=6746.0, spawn_radius=2698.4, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(766.4,-4236.5), radius=6747.2, spawn_radius=2698.9, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(382.9,-2756.3), radius=6748.2, spawn_radius=2699.3, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1686.9,-1594.7), radius=6748.8, spawn_radius=2699.5, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-1727.3,-1844.4), radius=6748.8, spawn_radius=2699.5, score=30
[DEBUG SPAWN] arena=true, type=Sub096, pos=(375.4,177.0), radius=1000.0, spawn_radius=1000.0, score=43190
[ERROR server::server] anan bonus applied: player_id=PlayerId(61463129), score=43190
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1756.9,-657.8), radius=6750.0, spawn_radius=2700.0, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6751.8, spawn_radius=5401.5, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6753.6, spawn_radius=5402.9, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(3865.3,-2914.6), radius=6763.1, spawn_radius=2705.2, score=28
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-1689.2,-5752.7), radius=6767.9, spawn_radius=2256.0, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(2246.3,1517.1), radius=6768.9, spawn_radius=2707.5, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1232.9,-4836.7), radius=6769.1, spawn_radius=2707.6, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-2577.3,-4107.6), radius=6773.1, spawn_radius=2709.2, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(5121.4,-2356.6), radius=6773.5, spawn_radius=2709.4, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1463.3,-5758.8), radius=6775.1, spawn_radius=2258.4, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1568.5,-5759.3), radius=6775.7, spawn_radius=2258.6, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(569.5,-5762.0), radius=6778.9, spawn_radius=2259.6, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-3425.4,134.5), radius=6781.9, spawn_radius=2712.8, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1474.3,-1970.2), radius=6782.5, spawn_radius=2713.0, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(700.6,-5766.0), radius=6783.5, spawn_radius=2261.2, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1529.8,-5768.7), radius=6786.7, spawn_radius=2262.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(329.9,-3638.9), radius=6788.1, spawn_radius=2715.2, score=19
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-4334.6,-2320.1), radius=6788.7, spawn_radius=2715.5, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(3057.5,-2097.8), radius=6789.5, spawn_radius=2715.8, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(0.0,0.0), radius=6794.7, spawn_radius=5435.8, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1149.8,-5777.0), radius=6796.5, spawn_radius=2265.5, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6799.1, spawn_radius=5439.3, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1640.1,131.9), radius=6800.9, spawn_radius=2720.4, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-2269.4,-650.0), radius=6803.1, spawn_radius=2721.2, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-258.2,-5297.4), radius=6805.9, spawn_radius=2722.4, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6807.7, spawn_radius=5446.2, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6809.5, spawn_radius=5447.6, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-4224.6,1097.1), radius=6809.7, spawn_radius=2723.9, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-2190.4,-5593.7), radius=6810.3, spawn_radius=2724.1, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(2844.4,-2169.3), radius=6810.5, spawn_radius=2724.2, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(357.8,-4900.5), radius=6811.3, spawn_radius=2724.5, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(4594.2,-432.0), radius=6813.5, spawn_radius=2725.4, score=25
[DEBUG SPAWN] arena=false, type=G5, pos=(-10.1,-5792.8), radius=6815.1, spawn_radius=2271.7, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1417.4,-4061.9), radius=6815.1, spawn_radius=2726.0, score=25
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-1455.9,-4526.7), radius=6817.9, spawn_radius=2727.2, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-2061.3,-3796.1), radius=6818.9, spawn_radius=2727.6, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1748.6,-2452.1), radius=6820.7, spawn_radius=2728.3, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-2203.4,-5662.0), radius=6822.7, spawn_radius=2729.1, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(1393.7,-5123.0), radius=6825.9, spawn_radius=2730.4, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-296.0,-2407.4), radius=6826.1, spawn_radius=2730.4, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-544.7,-5803.2), radius=6827.3, spawn_radius=2275.8, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6827.9, spawn_radius=5462.3, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-6.9,-4065.5), radius=6830.3, spawn_radius=2732.1, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(400.3,-3680.7), radius=6835.3, spawn_radius=2734.1, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6836.9, spawn_radius=5469.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(510.1,-4573.3), radius=6838.1, spawn_radius=2735.3, score=24
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-1020.5,-5813.4), radius=6839.3, spawn_radius=2279.8, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(2620.6,-1365.2), radius=6841.7, spawn_radius=2736.7, score=7
[DEBUG SPAWN] arena=false, type=G5, pos=(885.3,-4541.7), radius=6843.7, spawn_radius=2737.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(1617.4,-4804.3), radius=6844.3, spawn_radius=2737.7, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(-262.1,-4644.7), radius=6847.3, spawn_radius=2738.9, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(373.4,-3724.6), radius=6850.5, spawn_radius=2740.2, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-532.4,-3648.7), radius=6851.9, spawn_radius=2740.8, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-3932.9,-3158.8), radius=6851.9, spawn_radius=2740.8, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6852.3, spawn_radius=5481.9, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(2896.7,-3103.9), radius=6853.5, spawn_radius=2741.4, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(3008.5,-4927.9), radius=6854.1, spawn_radius=2741.7, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(0.0,0.0), radius=6859.4, spawn_radius=5487.5, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-1503.4,-3653.4), radius=6862.6, spawn_radius=2745.0, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-3549.5,-2435.4), radius=6863.6, spawn_radius=2745.4, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6863.8, spawn_radius=5491.0, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-1757.1,-2402.2), radius=6864.8, spawn_radius=2745.9, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(1157.5,537.9), radius=6866.4, spawn_radius=2746.5, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-3987.5,-4461.7), radius=6867.6, spawn_radius=2747.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(1902.6,-3312.2), radius=6868.0, spawn_radius=2747.2, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(1437.7,-5122.8), radius=6869.2, spawn_radius=2747.7, score=30
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-2207.8,-4652.5), radius=6874.6, spawn_radius=2749.8, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-336.1,-5844.2), radius=6875.6, spawn_radius=2291.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-536.2,-3664.2), radius=6876.8, spawn_radius=2750.7, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-711.1,-5845.3), radius=6876.8, spawn_radius=2292.3, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6878.6, spawn_radius=5502.9, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-540.3,732.1), radius=6879.2, spawn_radius=2751.7, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(-2124.1,-979.2), radius=6880.0, spawn_radius=2752.0, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-3822.9,-4054.6), radius=6881.0, spawn_radius=2752.4, score=12
[DEBUG SPAWN] arena=false, type=Pt34, pos=(0.0,0.0), radius=6882.0, spawn_radius=5505.6, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-4433.4,-1813.6), radius=6882.8, spawn_radius=2753.1, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(2512.8,-565.7), radius=6882.8, spawn_radius=2753.1, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(5463.3,-2011.5), radius=6884.0, spawn_radius=2753.6, score=28
[DEBUG SPAWN] arena=false, type=Komar, pos=(-753.1,-5589.4), radius=6886.2, spawn_radius=2754.5, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(3597.8,563.2), radius=6887.0, spawn_radius=2754.8, score=30
[DEBUG SPAWN] arena=false, type=JianRen, pos=(4217.0,-1674.2), radius=6887.6, spawn_radius=2755.0, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(6274.9,-1345.8), radius=6887.8, spawn_radius=2755.1, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(465.3,-2877.3), radius=6888.0, spawn_radius=2755.2, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(3135.8,-5374.8), radius=6888.0, spawn_radius=2755.2, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-639.6,-2288.1), radius=6898.2, spawn_radius=2759.3, score=0
[DEBUG SPAWN] arena=false, type=Pt34, pos=(463.3,-5864.7), radius=6899.6, spawn_radius=2299.9, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-3044.4,-1255.5), radius=6901.0, spawn_radius=2760.4, score=21
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6902.8, spawn_radius=5522.2, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(541.4,-4910.6), radius=6908.8, spawn_radius=2763.5, score=30
[DEBUG SPAWN] arena=false, type=Komar, pos=(4818.7,-4231.1), radius=6910.2, spawn_radius=2764.1, score=32
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6912.6, spawn_radius=5530.1, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(736.0,-5876.2), radius=6913.2, spawn_radius=2304.4, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(-51.9,-4314.1), radius=6914.4, spawn_radius=2765.8, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-2071.3,-4608.0), radius=6916.0, spawn_radius=2766.4, score=30
[DEBUG SPAWN] arena=false, type=Pt34, pos=(-1213.9,-5879.5), radius=6917.0, spawn_radius=2305.7, score=0
[DEBUG SPAWN] arena=false, type=G5, pos=(-903.4,-5880.3), radius=6918.0, spawn_radius=2306.0, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(540.4,760.1), radius=6923.4, spawn_radius=2769.4, score=14
[DEBUG SPAWN] arena=false, type=Komar, pos=(0.0,0.0), radius=6923.4, spawn_radius=5538.7, score=0
[DEBUG SPAWN] arena=false, type=Olympias, pos=(-2800.2,-3051.5), radius=6927.8, spawn_radius=2771.1, score=26
[DEBUG SPAWN] arena=false, type=Olympias, pos=(2597.3,-2586.2), radius=6931.2, spawn_radius=2772.5, score=24
[DEBUG SPAWN] arena=false, type=Olympias, pos=(0.0,0.0), radius=6931.2, spawn_radius=5545.0, score=0
[DEBUG SPAWN] arena=false, type=Komar, pos=(502.3,-4149.0), radius=6936.8, spawn_radius=2774.7, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(411.2,-1766.2), radius=6937.0, spawn_radius=2774.8, score=0
[DEBUG SPAWN] arena=false, type=JianRen, pos=(-445.1,-5970.3), radius=6937.4, spawn_radius=2775.0, score=30
[DEBUG SPAWN] arena=false, type=G5, pos=(-2205.5,-4488.7), radius=6940.6, spawn_radius=2776.3, score=0
[DEBUG SPAWN] arena=false, type=FairmileD, pos=(0.0,0.0), radius=6940.8, spawn_radius=5552.7, score=0
